"","V1","V2","V3","V4","V5"
"1",2.77029411773239e-17,0.00967196124833439,1.60406875727185e-07,0.00397625420318969,1
"2",4.51144817169276e-10,6.36992482102229e-07,6.01256526207886e-06,0.00161469448333136,1
"3",0.00433628770450677,0.0052316693813604,0.680149656070411,1.03702464687098e-07,1
"4",1.21668539672714e-05,0.930823502850131,0.136008075719422,1.71000004386201e-05,1
"5",4.56215437450013e-05,0.0770894013305827,2.84537203109485e-10,5.21225643074722e-06,1
"6",0.0020684481442208,3.74819681696449e-05,7.10332206941013e-07,0.000690138282393313,1
"7",0.36631823980477,5.02636527597295e-07,0.521252815609178,8.29180809219488e-08,1
"8",0.764822499961589,0.436446682641002,1.34276683224399e-08,0.0215239458648743,1
"9",0.000490591454185997,0.185835093708096,8.0310860514051e-05,0.000119129149144742,1
"10",0.000769062437393366,0.680227297799647,0.19202309013129,0.0387033526219159,1
"11",2.2386939183012e-12,0.0118294690101496,6.66311082255874e-07,0.00235649968213722,1.05
"12",1.458787022334e-09,1.63690307740295e-06,2.1437990219685e-05,0.00124738909433884,1.05
"13",0.0011865262805758,0.00534000797575666,0.268679051576823,1.36803930184394e-07,1.05
"14",3.80104869428339e-05,0.805212598872987,0.137875816041101,3.61519248850684e-05,1.05
"15",0.000167470024931739,0.0861129302374299,2.845681854248e-10,2.95795506032651e-06,1.05
"16",0.000953773704440614,5.16891836852259e-07,2.87495447967764e-06,0.00236642407264682,1.05
"17",0.355043701067502,6.13205127642355e-07,0.36771864483292,8.6234736544908e-08,1.05
"18",0.741369966433913,0.66851305192416,2.30197231207079e-08,0.00693562370423789,1.05
"19",0.0422654820965196,0.0235489363832336,7.97677842886946e-06,0.000287765283394494,1.05
"20",0.00165727425213322,0.419241455191911,0.374973785492258,0.00316672337370636,1.05
"21",5.31355786468604e-08,0.0083390219335554,2.50520026827582e-07,0.000112363819710301,1.1
"22",1.45066001079799e-09,6.51453231517057e-07,3.7639887863634e-05,0.000869115091228276,1.1
"23",0.000463399624548486,0.00523560196728317,0.117611882436323,1.29471161862002e-06,1.1
"24",5.04205062003646e-05,0.577935481395447,0.124914134562231,7.89131461922504e-05,1.1
"25",0.000218166446949983,0.0948478496197113,2.9775881052857e-10,4.83224452726331e-06,1.1
"26",0.00311360187507727,1.33206793828009e-09,5.29834128429858e-06,0.000118144168432377,1.1
"27",0.415733174749769,8.62414967074962e-07,0.402704125932707,3.91988299597122e-07,1.1
"28",0.784120554607123,0.668148197779329,1.71259690353689e-07,0.0191052666648511,1.1
"29",0.0789144238704143,0.00075632899408479,8.72057464221837e-06,0.000326090675933066,1.1
"30",0.00220109746851248,0.295512319161098,0.266394564191171,0.00213377733776765,1.1
"31",5.90333172431077e-06,0.00905967358302672,5.86570391374698e-07,0.000913197586987567,1.15
"32",6.00053392995519e-09,1.48324788725171e-06,0.000259799646816295,0.00197795782251355,1.15
"33",6.57916477299522e-05,0.00388561849725593,0.133432505714474,1.368611554367e-06,1.15
"34",3.19582219936708e-05,0.483448106035042,0.138444968753602,0.000399778078323982,1.15
"35",0.000271612364015614,0.157394575437446,1.43060130543859e-10,1.07249318021384e-05,1.15
"36",0.013024487374234,5.17715449222213e-08,9.59484748784971e-06,0.00108488702311468,1.15
"37",0.416066341033588,2.40854334806622e-05,0.273268861019384,2.54727492085155e-07,1.15
"38",0.650790728787903,0.590341917165593,7.86193512587714e-07,0.00608529823670916,1.15
"39",0.116853498106476,0.000312698075441345,3.29062598548376e-06,0.00323261451219257,1.15
"40",0.00548729559014396,0.387789019216655,0.163229608813557,0.00302394298721624,1.15
"41",8.85937737541286e-05,0.00855677507227199,2.8167829067525e-08,0.000510767677820928,1.2
"42",5.58636395318287e-09,1.93651329093953e-05,0.00102451766014823,0.0010903510960853,1.2
"43",9.52139308165336e-05,0.024467360463725,0.126836177959333,1.30401267583815e-06,1.2
"44",5.66283711235502e-05,0.704696150374561,0.220093942035616,0.000453532836536779,1.2
"45",0.0011216981483424,0.152058387920872,3.2428528929908e-09,7.29892293485205e-05,1.2
"46",0.0249703908445193,4.21458474165902e-06,5.65100678315527e-06,0.000195950153973333,1.2
"47",0.072025767613458,5.26921666618407e-05,0.274423510749022,3.27989905774226e-06,1.2
"48",0.512443697218357,0.722908248750084,5.82406567931209e-05,0.00741364158266981,1.2
"49",0.476777861050586,6.25491358456227e-05,1.30256158904716e-05,0.00198058012356759,1.2
"50",0.0162209137316522,0.612898162778741,0.0822142235425147,0.00163525084490455,1.2
"51",0.000457078867889033,0.0226197942261116,4.10155890393176e-10,0.000831504953141111,1.25
"52",4.46228455751246e-08,0.000182480965763962,0.000537917584507685,0.0168628641485122,1.25
"53",0.000459388896650856,0.00809539772018265,0.138953337972243,0.00140708047949055,1.25
"54",5.61615173497416e-05,0.208908697626729,0.299111445480215,8.69803002477886e-05,1.25
"55",0.0032903571727934,0.125241559682351,4.72627912019585e-08,0.000238354937278327,1.25
"56",0.0294109265874818,0.00017670498476079,1.22766682965886e-06,0.0001704147285634,1.25
"57",0.0528190063058679,0.00582241885154438,0.217415814779485,3.91363180347151e-07,1.25
"58",0.465495507284371,0.595164651831564,0.000165779546598229,0.0269743614517622,1.25
"59",0.0780373314775916,0.000356305961647321,3.13798157388542e-05,0.0163207277037893,1.25
"60",0.0358236348480409,0.26975134935622,0.104138830893747,0.0085865138222787,1.25
"61",0.000485769452535244,0.0402510495369626,3.68766618469149e-10,0.000294322915000399,1.3
"62",3.71185124558011e-08,0.000137890764188587,0.0374384078483017,0.0345127304993648,1.3
"63",0.0036430773631066,0.0155161912880457,0.284994764798393,0.00258247699506894,1.3
"64",8.69530304470338e-05,0.154607112978963,0.413319142504582,3.54731897854741e-05,1.3
"65",0.00200384820157515,0.194638997737704,1.50829363882389e-06,0.000345151897640613,1.3
"66",0.442036748964395,0.00328632928319549,3.88120432231899e-05,0.00357192169955505,1.3
"67",0.0764424163703342,0.0027499859577722,0.140997318694606,1.16976611245927e-06,1.3
"68",0.313051383297357,0.717731360350952,0.000302101379269401,0.0842917103268593,1.3
"69",0.0615920584183988,0.000487934508884334,0.000168077247906229,0.0203818808548798,1.3
"70",0.0467680098468189,0.62487922586024,0.252917031826014,0.0676832533719358,1.3
"71",0.00599089532073786,0.395422032804409,2.57462271102244e-10,0.00122804217636142,1.35
"72",4.41450609595304e-07,8.83487650477122e-06,0.368511379599353,0.0238951616959708,1.35
"73",0.000457497517171615,0.00840304857759238,0.167985992443115,0.0142771938195058,1.35
"74",0.000423124962485092,0.424682708895233,0.0883038130072156,0.000182730848569836,1.35
"75",0.0034918367337748,0.190433249898542,2.78589444140632e-06,0.000211739196728352,1.35
"76",0.313377153629089,0.034767882976202,0.000492556896233513,0.0103887639777988,1.35
"77",0.0958794070235067,0.00763652954811737,0.554089066352519,7.47741775978667e-07,1.35
"78",0.351490097674433,0.620208056557123,0.000198789128556781,0.222020929228232,1.35
"79",0.0122121728767992,0.0181187462445689,0.000246963252898122,0.0314844747296807,1.35
"80",0.137821380664186,0.730577909232741,0.716086222767507,0.0676832533719358,1.35
"81",0.0245229142889988,0.730261485571076,1.98303118131534e-09,0.0045412162095144,1.4
"82",1.26839247773544e-05,0.000249976754471444,0.746557202401341,0.469055702949136,1.4
"83",0.000261799863812084,0.0359640256549559,0.0928883739684475,0.0950931125473396,1.4
"84",0.00200718994676823,0.193205064010184,0.107472744661503,0.000565542322651867,1.4
"85",0.0126963517799743,0.650969184768532,4.06480763819778e-05,9.589076581499e-05,1.4
"86",0.28694418731082,0.334640280586841,0.00194720349880561,0.0531185072525277,1.4
"87",0.0335723667561836,0.00308029111185685,0.310627849311884,4.42324194666523e-06,1.4
"88",0.118470783624109,0.285095871078438,0.00308385336181628,0.23503751907973,1.4
"89",0.226105873608751,0.134291838904186,0.000268144677604484,0.00743233463054367,1.4
"90",0.330883162481498,0.803465364332667,0.751648792264791,0.0676832533719358,1.4
"91",0.584962203906933,0.57595975363207,4.0149009776713e-08,0.0219311485737908,1.45
"92",0.000285407951336265,0.00235842428403618,0.746557202401341,0.609439896524349,1.45
"93",9.39634397275632e-05,0.0237865171855891,0.00753267993950984,0.0265678275333614,1.45
"94",0.00252588043422069,0.260851651371012,0.12486148702712,0.00491779730336098,1.45
"95",0.0502183313280993,0.617704000970278,8.51320333346873e-06,0.000579050148569785,1.45
"96",0.577617012285285,0.334640280586841,0.00401021042240231,0.288287395635763,1.45
"97",0.0689249311901848,0.0168329738942189,0.527216518083891,0.000112536720706086,1.45
"98",0.16762222192564,0.231741086099503,0.00818387634976387,0.307158260759661,1.45
"99",0.127001286385131,0.555941474032645,0.000538628932998927,0.0458256521965074,1.45
"100",0.860175195274366,0.723029414445486,0.419456972763514,0.0676832533719358,1.45
"101",NA,0.654978604111129,8.19547562214019e-08,0.203944875138809,1.5
"102",0.000370069131350331,0.00156914977628301,0.105192505120041,0.34613518442891,1.5
"103",0.000272833830022268,0.034925241657167,0.156418799925402,0.0275608450262826,1.5
"104",0.0171325568480382,0.741990401166282,0.175071128426762,0.00850369132320474,1.5
"105",0.0117254727729166,0.875390419036994,7.64304268848235e-06,0.00171599655356099,1.5
"106",0.792442960634447,0.334640280586841,0.0470735523904512,0.377972624791804,1.5
"107",0.0612458062936547,0.0214833687333598,0.098847831244681,9.16341816537152e-06,1.5
"108",0.18492763405972,0.274070127112219,0.0443920295409658,0.202124325855685,1.5
"109",0.361824809517288,0.537092632444215,0.00378860139855723,0.785979132755978,1.5
"110",0.99586655446538,0.29566054432619,0.245354840758474,0.0676832533719358,1.5
"111",NA,0.503059361241326,4.10667584672247e-07,0.222499205818192,1.55
